photo_ID,region,marina,company,photo_type,day,month,year,M_mahi_gaffers,F_mahi_gaffers,mahi_gaffers,mahi_bailers,wahoo,Blackfin Tuna,Kingfish,Bonita,Blue Runners,Yellowtail Snapper,African Pompano,Tripletail,Rainbow Runner,Amberjack/Banded Rudderfish/Almaco Jack,Cero/Spanish Mackerel,Red Grouper,Skipjack Tuna,Golden/Blueline Tilefish,Mangrove_Snapper,Mutton Snapper,Vermillion Snapper,Cobia,Black/Gag Grouper/Unidentified,Yellow Jack,Blackbelly Rosefish,Barracuda,Snowy Grouper,Silk Snapper,Porgies,Red Snapper,Sailfish,Atlantic Bonito,Triggerfish,Lane_Snapper,Bluefish,Jack Crevalle,Cubera Snapper,Swordfish,Notes
Mar29th2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,29,3,2019,,,,,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar30th2019(2).jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,30,3,2019,,,,,2,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar30th2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,30,3,2019,,,,1,,3,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,
Mar31st2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,31,3,2019,,,,,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1st2019 (2).jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,1,4,2019,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1st2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,1,4,2019,1,,,4,,,,2,,,,,,,,,,,,,4,,,,2,2,,4,,1,,,,,,,,,
Apr2nd2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,2,4,2019,,,,4,,,,1,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,
Apr3rd2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,3,4,2019,,,,,1,,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Apr4th2019.jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,4,4,2019,,,,,1,,,,,,,,,,,,1,1,,,,,,,8,,,,,,,,,,,,,,
Apr7th2019 (2).jpg,South Florida,Deerfield Beach,Bolo Sportfishing,Layout,7,4,2019,,1,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
