region,marina,company,photo_type,photo_ID,day,month,year,Unk_Mahi,M_mahi_gaffers,F_mahi_gaffers,mahi_bailers,wahoo,Tuna_Complex,Kingfish,Triggerfish ,Tilefish,Rainbow_Runner,Amberjack_Complex,Grouper_Complex,Black_Sea_Bass,Barracuda,Cobia,Bluefish,Spanish_Mackerel,Swordfish,Ribbonfish,Blackbelly_Rosefish,Marlin,Sailfish
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,091717_3,17,9,2017,30,,,12,,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92118,21,9,2018,16,,,,,1,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92217,22,9,2017,15,,,3,1,1,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92317,23,9,2017,1,,,,,,,,11,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92417,24,9,2017,,,,,4,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92618,26,9,2018,15,,,25,,,,,40,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,092618_2,26,9,2018,30,,,15,,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92718,27,9,2018,8,,,5,,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,92918,29,9,2018,46,,,,,,,,,,22,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,93017,30,9,2017,4,,,3,1,6,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,093017_2,30,9,2017,6,,,6,,1,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,93018,30,9,2018,15,,,27,,,,,,,2,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,093018_2,30,9,2018,6,,,20,,4,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100218,2,10,2018,18,,,12,,2,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100417,4,10,2017,20,,,30,1,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100418,4,10,2018,20,,,40,,1,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100517,5,10,2017,10,,,20,,5,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100617,6,10,2017,15,,,40,,,,,3,,,,,,,,,,,5,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,100818,8,10,2018,18,,,4,,,,,2,,,,5,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,101418,14,10,2018,30,,,10,,,,,30,,,,25,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,101517,15,10,2017,10,,,10,,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,102217,22,10,2017,,,,25,,4,,,30,,,,30,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,112817,28,11,2017,2,,,,,,,,,,,,,,,,,,,,,
Virginia ,Virginia Beach Fishing Center,Fleet,Layout,112817_2,28,11,2017,,,,,4,,,,,,,,,,,,,,,,,
